mission,label,reason
"THE BATH AREA FOOD BANK'S MISSION IS TO FEED FOOD INSECURE FAMILIES AND INDIVIDUALS WITH DIGNITY AND RESPECT BY SUPPLYING HOME COOKED MEALS AND A GROCERY STORE TYPE ATMOSPHERE WHERE CLIENT'S CHOSE THE ITEMS THEY REQUIRE. IT'S SERVICE AREA IS ARROWSIC,.BATH, GEORGETOWN,PHIPPSBURG,WEST BATH, WOOLWICH,AND SURROUNDING TOWNS.",0,The summary focuses on providing food assistance and does not mention any religious or faith-based concepts.
"THE CHILDREN'S DISCOVERY MUSEUM PROVIDES AN ARRAY OF EXHIBITS AND ACTIVITIES THAT PROMOTE DEVELOPMENTAL SKILLS INCLUDING SOCIAL, COGNITIVE, PROBLEM SOLVING AND PEER INTERACTION. OUR ENVIRONMENT CREATES AN INTERACTIVE COMMUNITY IN WHICH HANDS ON LEARNING IS PROVIDED THROUGH PLAY.",0,The summary focuses on educational and developmental activities for children without any mention of religious or faith-based concepts.
TO PROVIDE NEW AND RECYCLED BUILDING MATERIAL TO LOW INCOME HOMEOWNERS AT 75% OF RETAIL VALUE AND EDUCATE LOW INCOME HOMEOWNERS ON PRODUCT AWARENESS AND CONSTRUCTION MATERIALS,0,"The summary focuses on providing building materials and education to low-income homeowners, which is a secular activity without any religious or faith-based motivation."
THE AMERICA EAST CONFERENCE PROVIDES AN AVENUE FOR ATHLETIC EXPRESSION WHICH EMPHASIZES THE INTEGRITY OF THE ACADEMIC PROCESS WHILE FOSTERING HIGHLY VISIBLE AND EQUITABLE ATHLETICS CHAMPIONSHIP PROGRAMS FOR MEN AND WOMEN. To distribute NCAA financial assistance to member institutions. To consult with and educate member institutions on drug abuse and drug awareness.,0,"The summary focuses on athletic expression, academic integrity, and drug awareness, which are secular activities and do not mention any religious or faith-based concepts."
RENTAL PROGRAM - PROVIDE SUBSIDIZED HOUSING TO LOW-INCOME TENANTS,0,"The summary focuses on providing subsidized housing, which is a secular activity and does not mention any religious or faith-based concepts."
"- PROVIDE EACH BRUNSWICK, MAINE K-5 CLASSROOM WITH ITS VERY OWN VISITING ARTIST WHO ENHANCES CLASSROOM CURRICULUM. APPROXIMATELY 1,000 STUDENTS ARE PROVIDED PROGRAMMING. -EXPOSE STUDENTS TO THE DIVERSITY OF ARTS INCLUDING: DRAMA, DANCE, VISUAL ARTS, CREATIVE WRITING, MUSIC, AND THEATER. -WORK WITH TEACHERS TO ENGAGE STUDENTS IN ENHANCED LEARNIGN THROUGH THE ARTS -BRING COMMUNITY TOGETHER IN SPONSORED EVENTS",0,The summary focuses on arts education and community events without any mention of religious or faith-based concepts.
"TEMPORARY AND/OR EMERGENCY HOUSING FOR PEOPLE IN NEED WAS PROVIDED TO AVG. 22 PEOPLE/MONTH, FOR 5642 BED NIGHTS. MEALS WERE PROVIDED TO GUESTS AS WELL (TOTAL MEALS SERVED: 11284).",0,"The summary focuses on providing temporary housing and meals, which are secular activities without any mention of religious or faith-based motivations."
THE CORPORATION PROVIDES AFFORDABLE HOUSING FOR THE ELDERLY.,0,"The summary focuses on providing affordable housing, which is a secular activity and does not mention any religious or faith-based concepts."
"THE AGENCY'S FOUR RESIDENTIAL LOCATIONS IN MAINE PROVIDE IN-HOME AND COMMUNITY SUPPORT TO INDIVIDUALS WHO ARE DIAGNOSED WITH COGNITIVE AND INTELLECTUAL DISORDERS. THE HOMES OFFER NORMAL LIVING CONDITIONS RATHER THAN THE CONFINEMENTS OF LIVING IN INSTITUTIONS WITH VERY LITTLE CONTACT WITH THE COMMUNITIY. PARENTS OR CAREGIVERS ARE CONSIDERED AN INTEGRAL COMPONENT OF THESE SERVICES. ALL STAFF ARE CERTIFIED BEHAVIORAL HEALTH PROFESSIONALS. OUR GOAL IS TO ASSIST EACH INDIVIDUAL TO REACH THEIR FULLEST POTENTIAL. OUR MEANS OF REACHING THAT GOAL IS TO PROVIDE PROGRAMS THAT ARE STIMULATING, CHALLENGING, REWARDING AND FUN. WE BELIEVE """"THE POTENTIAL IN EVERY INDIVIDUAL IS LIMITLESS""""",0,"The summary focuses on providing support for individuals with cognitive and intellectual disorders and emphasizes community integration and personal potential, without any mention of religious or faith-based concepts."
"EDUCATION - PUBLICATIONS INCLUDE: KLT NEWS: BIANNUAL NEWSLETTERS FEATURING NEW CONSERVATION PROPERTIES AND AN ANNUAL CALENDAR OF EVENTS; 2019 INTERN RESEARCH PROJECTS: (1)KEEPING FORESTS AS FORESTS: A NATURAL SOLUTION TO CLIMATE CHANGE-MANAGING SURRY HILL COMMUNITY FOREST FOR CARBON SEQUESTRATION AND (2)NATURAL ASSETS AND RESILIENT COMMUNITIES: PEOPLE AND THE LAND; TAKE A HIKE: THE KENNEBEC LAND TRUST HIKING GUIDE, PUBLISHED IN 2014, A SECOND EDITION IS TO BE PUBLISHED IN DECEMBER 2020 WITH THIRTY-TWO HIKES; SAVE HOWARD HILL-SCENIC BACKDROP TO MAINE'S STATE HOUSE, PUBLISHED IN 2014 - TEXT, MAPS, HISTORIC AND CONTEMPORARY PHOTOGRAPHS FOCUSED ON CONSERVING HOWARD HILL, THE 164 ACRE SCENIC BACKDROP TO MAINE'S STATE HOUSE; YOUR WOODLAND: A RESOURCE GUIDE FOR KENNEBEC COUNTY LANDOWNERS, PUBLISHED IN FEBRUARY 2012; BETWEEN PERSON AND PLACE: CONSERVATION HISTORIES FROM THE KENNEBEC LAND TRUST, PUBLISHED IN 2010, INCLUDES ESSAYS AND PHOTOGRAPHS HIGHLIGHTING THE STORIES BEHIND KLT'S CONSERVATION LANDS; PROGRAMMING INCLUDES: ANNUAL HIKES, PADDLES, BIRD WALKS AND OUTDOOR PHOTOGRAPHY AND PAINTING WORKSHOPS; SINCE 2009, OVER 1,400 CENTRAL MAINE STUDENTS, PARENTS, AND TEACHERS HAVE LEARNED ABOUT SUSTAINABLE FORESTRY AT THE KENNEBEC LAND TRUST'S ANNUAL EDUCATIONAL PROGRAM AT THE 360-ACRE CURTIS HOMESTEAD CONSERVATION AREA IN LEEDS, ME. ANNUAL MARCH LECTURE SERIES - LYCEUM (CANCELLED DUE TO COVID); KLT ANNUAL MEETING CELEBRATION INCLUDING HIKES, PADDLES AND COOKOUT (CANCELLED DUE TO COVID); ANNUAL STEWARDSHIP WORKSHOP FOR VOLUNTEER STEWARDS. STEWARDSHIP - KLT STAFF AND BOARD MEMBERS OVERSEE THE MANAGEMENT OF KLT'S FEE LANDS, MONITOR CONSERVATION EASEMENTS AND WORK WITH 77 VOLUNTEER STEWARDS. KLT'S STEWARDS COLLECTIVELY VOLUNTEERED OVER 1060 HOURS FOR TRAIL MAINTENANCE, MONITORING, AND PUBLIC ACCESS PROJECTS. CONSERVATION PARCELS THAT ARE ESPECIALLY LARGE IN ACREAGE, OR HAVE UNIQUE OR COMPLEX MANAGEMENT NEEDS, HAVE MORE THAN ONE VOLUNTEER STEWARD. KLT'S BOARD OF DIRECTORS HAS DEVELOPED A STRATEGIC CONSERVATION PLAN THAT FOCUSES ON TEN PRIORITY CONSERVATION VALUES. KLT'S STRATEGIC CONSERVATION PLAN WAS DEVELOPED WITH GIS BASE NATURAL RESOURCE INFORMATION, AND WITH INFORMATION FROM COMMUNITY OPEN SPACE AND COMPREHENSIVE PLANS. THIS 2013 PLAN, WHICH WILL BE UPDATED IN 2021, WILL CONTINUE TO INFORM AND GUIDE KLT'S LAND ACQUISITION AND CONSERVATION EASEMENT PRIORITIES FOR THE FUTURE. LAND PROTECTION - SINCE 1988, KLT HAS WORKED COOPERATIVELY WITH LANDOWNERS AND COMMUNITIES TO CONSERVE OUR REGION'S NATURAL ASSETS. KLT HAS CONSERVED 6,713 ACRES IN A SERVICE AREA THAT COVERS 412,000 ACRES AND 21 TOWNS PRIMARILY IN KENNEBEC COUNTY, BUT ALSO ANDROSCOGGIN AND FRANKLIN COUNTIES. KLT HOLDS CONSERVATION EASEMENTS ON, ACCEPTS GIFTS OF, AND PURCHASES SIGNIFICANT LANDS TO FURTHER THE MISSION OF THE ORGANIZATION. KLT'S COMMUNITY CONSERVATION LANDS PROTECT WILDLIFE HABITAT, WATER QUALITY, WORKING FORESTLAND AND FARMLAND, AND SCENIC BEAUTY, AND PROVIDE MANY OPPORTUNITIES FOR YEAR ROUND OUTDOOR RECREATION FOR MAINE RESIDENTS AND VISITORS. OVER THE PAST YEARS, KLT ACCOMPLISHED FOUR NOTEWORTHY PROJECTS: AFTER AN AMBITIOUS AND LENGTHY 1.2 MILLION FUNDRAISING CAMPAIGN, IN 2017, KLT TRANSFERRED THE 164-ACRE HOWARD HILL PROPERTY IN AUGUSTA TO THE CITY OF AUGUSTA; THE CITY GRANTED A CONSERVATION EASEMENT TO KLT, ENSURING THAT THE PROPERTY WILL BE CONSERVED IN PERPETUITY FOR THE BENEFIT OF MAINE'S PEOPLE AND WILDLIFE. THIS URBAN COMMUNITY PARK PROVIDES YEAR-ROUND RECREATION INCLUDING HIKING, PICNICKING, CROSS-COUNTRY SKIING, NATURE OBSERVATION, AND HUNTING. IN 2017, WITH THE BEQUEST OF THE 120-ACRE WAKEFIELD WILDLIFE SANCTUARY, KLT ACQUIRED FOUR CIRCA 1895 CABINS AND 4000 FEET OF FRONTAGE ON COBBOSSEE STREAM. TWO OF THE FOUR CABINS WERE RESTORED IN 2018 BY THE MAINE CABIN MASTERS AND ARE NOW AVAILABLE TO THE PUBLIC FOR RENTALS (FIRST RENTAL SEASON BEGAN JULY, 2019). THE CABINS MAY BE ELIGIBLE FOR LISTING IN THE NATIONAL REGISTER OF HISTORIC PLACES. IN MARCH 2019, KLT LAUNCHED AN AMBITIOUS 300,000 FUNDRAISING CAMPAIGN TO PERMANENTLY PROTECT 330-ACRES AROUND SURRY HILL AND THE SURROUNDING WOODLANDS, WETLANDS AND FIELDS. FIELD TRIPS, FUNDRAISING GATHERINGS, AND COMMUNICATIONS WITH THE CURRENT OWNER, AREA RESIDENTS, AND KLT DONORS WERE INCORPORATED INTO THE CAMPAIGN. THE PROPERTY WILL BE AVAILABLE FOR OUTDOOR RECREATION, INCLUDING HIKING, MOUNTAIN BIKING, HUNTING, SNOWMOBILING, AND BLUEBERRY PICKING. THE TOP OF SURRY HILL FEATURES PHENOMENAL VIEWS OF THE WHITE MOUNTAINS AND THE SURROUNDING HILLS, AND THE VILLAGE OF WAYNE AND POCASSET LAKE, ANDROSCOGGIN LAKE, AND ECHO LAKE. THE FIELDS AROUND THE HILLTOP WILL BE MAINTAINED FOR THEIR SCENIC VIEWS AND AS IMPORTANT HABITAT FOR POLLINATORS AND MANY OTHER WILDLIFE SPECIES. AFTER FOUR YEARS OF PLANNING AND RESEARCH, THE 10-ACRE BALDWIN HILL CONSERVATION BURIAL GROUND (BHCBG)WAS INCORPORATED AS A NON-PROFIT CORPORATION IN THE STATE OF MAINE IN FEBRUARY,2020. THE CORPORATION, MANAGED BY A FIVE MEMBER BOARD OF DIRECTORS, HAS SUBMITTED APPLICATION TO THE IRS FOR 501(C)(13) STATUS AS A CEMETERY. KLT TRANSFERRED THE 10-ACRE PARCEL TO BHCBG IN MAY, 2020. THE BALDWIN HILL CONSERVATION AREA AND THE BURIAL GROUND IS SITUATED IN A STAND OF TALL WHITE PINES, WITH AN OPEN UNDERSTORY, SURROUNDED BY ROCK WALLS. A .25 MILE UNIVERSALLY ACCESSIBLE TRAIL WEAVES THROUGH THE PINE STAND AND OFFERS A CHANCE FOR REFLECTION AND A LOVELY VIEW. THE FALL FOLIAGE IS STUNNING IN LATE SEPTEMBER AND OCTOBER. VISITORS WHO LINGER AT THE BENCHES OVERLOOKING THE ROLLING HILLS WILL LIKELY OBSERVE MANY SPECIES OF BIRDS AND BUTTERFLIES IN AN AREA THAT WILL BE MANAGED FOR POLLINATORS AND EARLY SUCCESSIONAL HABITAT. THE BURIAL GROUND WILL PROVIDE ECOLOGICALLY SOUND BURIALS FOR PEOPLE OF ALL FAITHS. ON THE OPERATIONS END, KLT WILL MANAGE THE MAINTENANCE OF THE BURIAL GROUNDS, INCLUDING PLOWING THE ACCESS ROAD IN THE WINTER, AND PROVIDE ADMINISTRATIVE SERVICES INCLUDING COORDINATING PLOT SALES. WE ARE PARTNERING WITH FUNERAL HOMES THAT HAVE ESTABLISHED EXPERTISE WITH GRIEF SUPPORT, MEMORIAL SERVICES, AND TRANSPORTATION OF THE DECEASED AND BURIALS. THE BHCBG BOARD OF DIRECTORS WILL APPLY FOR CERTIFICATION AS A CONSERVATION BURIAL GROUND ACCORDING TO THE STANDARDS AND BEST PRACTICES DEFINED BY THE GREEN BURIAL COUNCIL. KLT'S MOST RECENT FEE AND EASEMENT ACQUISITIONS ARE: IN MAY, 2020 KLT PURCHASED TWO PARCELS TOTALING 28 ACRES ADJACENT TO THE TRUST'S EASTERN RIVER PRESERVE. THIS ACQUISITION WAS MADE POSSIBLE WITH GENEROUS FUNDING FROM THE MAINE COAST HERITAGE TRUST'S MERRYMEETING BAY/MARSH MIGRATION INITIATIVE. WITH THESE ADDITIONS, KLT'S EASTERN RIVER PRESERVE NOW TOTALS 50-ACRES AND PROTECTS 1,810 FEET ALONG OTTER CREEK AND 4,120 FEET ALONG THE TIDAL EASTERN RIVER, INCLUDING VALUABLE WETLANDS, WOODLANDS, AND WILDLIFE HABITAT. THE PRESERVE'S SHORT, MEANDERING PATH FEATURES OTTER CREEK AND THE EASTERN RIVER SHORELINE. LOCATED IN PITTSON, THIS PRESERVE IS MANAGED TO PROTECT WILDLIFE HABITAT AND WATER QUALITY, FOR LOW-IMPACT OUTDOOR RECREATION, AND FOR NATURE OBSERVATION. IN JUNE, 2020 KLT ACQUIRED THE STORER FARM PRESERVE IN VIENNA. GENEROUSLY DONATED BY THE STORER FARM COMMUNITY, THIS 70-ACRE CONSERVATION PROPERTY WILL PROTECT A LARGE, UNFRAGMENTED FOREST HABITAT, VALUABLE WETLANDS, AND A COMMUNITY SNOWMOBILE TRAIL.",0,"The summary focuses on environmental conservation, education, and outdoor activities without any mention of religious or faith-based concepts."
"CONSTRUCTION AND FINANCING OF HOUSING FOR LOW-INCOME FAMILIES IN PENOBSCOT COUNTY, MAINE. OUR RESTORE PROGRAM ACCEPTS DONATIONS OF NEW AND REUSABLE BUILDING SUPPLIES AND APPLIANCES FROM INDIVIDUALS, CONTRACTORS, AND BUISINESSES. WE THEN SELL THESE DONATED GOODS AT A DISCOUNTED PRICE TO THE GENERAL PUBLIC AND THE PROCEEDS HELP FUND OUR NEXT HOME BUILD OR REPAIR PROJECT FOR A LOCAL LOW- INCOME FAMILY IN NEED. WE ALSO USE SOME OF THE DONATED GOODS IN OUR CONSTRUCTION PROJECTS.",0,"The summary focuses on housing construction and financing for low-income families, which is a secular activity without any mention of religious or faith-based concepts."
"HIV Care and PreventionOur HIV Care is provided through Medical Care Management Services offered to persons living with HIV/AIDS. Our Care Team provides ongoing needs assessments to inform coordination of care such as referrals and wellness management, dental care, medical care, social services, and resources for immediate and long-term care.Prevention and HIV Testing are provided using the most recent testing technology through the CDC and we conduct testing at local universities, healthcare facilities, and community organizations as well as community events. In addition, we provide LGBTQ+ education for all ages within the communities we serve. Harm Reduction & Overdose PreventionOur Harm Reduction Services offer strategies that reduce the risk of dying from an overdose. We aim to support people who use drugs, with education to mitigage the risk of an overdose while it's happening. In addition, our syringe services program (SSP) is a community-based program that provides access to sterile syringes and safer use supplies and facilitates the safe disposal of used syringes. In our participation with other allied organizations, we provide education about overdose prevention and Naloxone distribution and education. Advocacy & Community EngagementHealth Equity Alliance has fought for equality for the LGBTQ+ community as well as Harm Reduction that addresses the opioid crisis here in Maine. Most organizations tend to shy away from lobbying and advocacy, but we believe that we can increase the impact of our work by having representation at the state and local levels of government in Maine. As an organization, we have shifted from just responding to problems in our community to trying to address the root causes of those problems. Generally, this means changing public attitudes, local and national policies, and market systems that underlie our work.",0,"The summary focuses on healthcare, harm reduction, and advocacy for the LGBTQ+ community, with no mention of religious or faith-based concepts."
BEREAVEMENT: PROVIDE SUPPORT TO A FAMILY AND OTHERS FOLLOWING THE DEATH OF AN INDIVIDUAL,0,"The summary focuses on providing support after a death, which is a secular activity and does not mention any religious or faith-based concepts."
"PROVIDING LIBRARY BOOKS AND SERVICES TO THE RESIDENTS OFSTEEP FALLS, MAINE AND SURROUNDING COMMUNITIES.",0,"The summary focuses on providing library books and services, which is a secular activity."
MAINTAINED THE TRAILS FOR SAFETY OF SNOW SLEDDERS,0,"The summary focuses on maintaining trails for safety, which is a secular activity related to recreation and does not mention any religious or faith-based concepts."
"Rape Response Services provides support for people affected by rape, incest, childhood sexual abuse or sexual harassment. Services include a 24-hour helpline, support groups, school based prevention programs, accompaniment to medical and legal appointments, training and education, and follow up services for extra support and assistance through the healing process.",0,"The summary focuses on providing support services related to sexual abuse and harassment, which are secular activities and do not mention any religious or faith-based motivations."
"The program provides daycare services for ages 6 weeks to 12 years old five days per week from 7:30am until 4:30pm. The current license allows for 42 full-time children. There is a waiting list, but full capacity will not be reached until staff openings can be filled. The center employs 14 full and part-time employees and is licensed by the State of Maine Department of Human Services. The service area includes Mount Desert Island and neighboring communities in Hancock County. At Kids' Corner the mission is to produce happy, intelligent, well- adjusted children. The highly qualified, dedicated teachers are committed to providing a dynamic curriculum that changes as children grow and change.",0,The summary focuses on daycare services and education for children without any mention of religious or faith-based concepts.
"THE PRIMARY ACTIVITY OF THE ORGANIZATION IS THE STATE RISK & INSURANCE MANAGEMENT ASSOCIATION ANNUAL CONFERENCE, WHICH IS AN EDUCATIONAL SEMINAR FOR THE ORGANIZATION'S MEMBERS. THE CONFERENCE WAS CANCELLED IN 2020 DUE TO THE COVID PANDEMIC.",0,"The summary focuses on an educational seminar related to risk and insurance management, which is a secular activity."
"DURING 2015, THROUGH A NETWORK OF FOSTER HOMES, OVER 350 CATS AND KITTENS WERE RESCUED FROM VARIOUS SITES IN YORK COUNTY MAINE AND STRAFFORD COUNTY NEW HAMPSHIRE. ADDITIONALLY, 60 CATS AND KITTENS WERE RECEIVED FROM OVER CROWDED SHELTERS IN NORTH CAROLINA, SOUTH CAROLINA AND NEW JERSEY. AFTER CARE, SPAY AND NEUTER SURGERIES AND VACCINATIONS, 385 CATS AND KITTENS FOUND FOREVER HOMES. ACAR CONDUCTED FREE SPAY/NEUTER PROGRAMS FOR LOW INCOME PEOPLE. A TOTAL OF 189 CATS BELONGING TO LOW INCOME PEOPLE WERE SPAYED, NEUTERED AND VACCINATED AND RETURNED TO THEIR OWNERS. ACAR UTILIZED FREE CLINICS FOR FERAL CATS AND A TOTAL OF 100 CATS WERE TRAPPED, STERILIZED, VACCINATED AND RETURNED. 35 DOGS WERE RECEIVED FROM TRANSPORT FROM OVER CROWDED SHELTERS, CARED FOR IN FOSTER HOMES AND FOUND FOREVER HOMES.",0,"The summary focuses on animal rescue and veterinary services, which are secular activities and do not mention any religious or faith-based concepts."
"FIRE PREVENTION-KEEPING CURRENT WITH EQUIPMENT AND TRAINING NEEDS-EMERGENCY RESPONSE THAT ENCOMPASSES EXTRICATION, MARINE RESCUE, HAZARDOUS MATERIALS AND CONFINED SPACE RESCUE. TO PROTECT LIFE AND PROPERTY FROM FIRE.",0,"The summary focuses on fire prevention and emergency response activities, which are secular in nature and do not mention any religious or faith-based concepts."
"Personal Care Assistance - Federal and state funded payroll services for home and community based personal care assistance for persons with a disability in the State of Maine. Provides funding to 1,000 clients with disabilities to achieve independent living goals.",0,"The summary focuses on providing personal care assistance and funding for individuals with disabilities, which is a secular activity and does not mention any religious or faith-based concepts."
COMMUNITY THEATER,0,"The summary focuses on community theater, which is a secular activity and does not mention any religious or faith-based concepts."
